Approved Symbol	Approved Name	Previous Symbols	Previous Names	Synonyms	Name Synonyms	Ensembl ID(supplied by Ensembl)
RPS3AP34	ribosomal protein S3a pseudogene 34					ENSG00000242607
RPS3AP35	ribosomal protein S3a pseudogene 35					ENSG00000244289
RPS3AP36	ribosomal protein S3a pseudogene 36					
RPS3AP37	ribosomal protein S3a pseudogene 37					
RPS3AP38	ribosomal protein S3a pseudogene 38					
RPS3AP39	ribosomal protein S3a pseudogene 39					ENSG00000237226
RPS3AP40	ribosomal protein S3a pseudogene 40					ENSG00000243672
RPS3AP41	ribosomal protein S3a pseudogene 41					ENSG00000239481
RPS3AP42	ribosomal protein S3a pseudogene 42					ENSG00000244244
RPS3AP43	ribosomal protein S3a pseudogene 43					ENSG00000242661
RPS3AP44	ribosomal protein S3a pseudogene 44					ENSG00000234031
RPS3AP46	ribosomal protein S3a pseudogene 46					ENSG00000226132
RPS3AP47	ribosomal protein S3a pseudogene 47					ENSG00000205871
RPS3AP48	ribosomal protein S3a pseudogene 48					
RPS3AP49	ribosomal protein S3a pseudogene 49					ENSG00000242060
RPS3AP50	ribosomal protein S3a pseudogene 50					ENSG00000243864
RPS3AP51	ribosomal protein S3a pseudogene 51					
RPS3AP52	ribosomal protein S3a pseudogene 52					ENSG00000230405
RPS3AP53	ribosomal protein S3a pseudogene 53					ENSG00000227578
RPS3L1~withdrawn	entry withdrawn					
RPS3P1	ribosomal protein S3 pseudogene 1			dJ631M13.3		ENSG00000230935
RPS3P2	ribosomal protein S3 pseudogene 2			dJ927M24.3		ENSG00000231307
RPS3P3	ribosomal protein S3 pseudogene 3					
RPS3P4	ribosomal protein S3 pseudogene 4					
RPS3P5	ribosomal protein S3 pseudogene 5					
RPS3P6	ribosomal protein S3 pseudogene 6					ENSG00000213363
RPS3P7	ribosomal protein S3 pseudogene 7					ENSG00000243101
RPS4X	ribosomal protein S4, X-linked			DXS306, CCG2, SCAR, SCR10, FLJ40595, RPS4, S4	"40S ribosomal protein S4, X isoform", "ribosomal protein S4X isoform", "single-copy abundant mRNA", "cell cycle gene 2"	ENSG00000198034
RPS4XP1	ribosomal protein S4X pseudogene 1	RPS4P1	"ribosomal protein S4 pseudogene 1"			ENSG00000214203
RPS4XP2	ribosomal protein S4X pseudogene 2	RPS4L2, RPS4P2	"ribosomal protein S4-like 2", "ribosomal protein S4 pseudogene 2"	dJ189G13.2		ENSG00000226948
RPS4XP3	ribosomal protein S4X pseudogene 3	RPS4L, RPS4P3	"ribosomal protein S4-like", "ribosomal protein S4 pseudogene 3"	dJ843L14.2		ENSG00000214541
RPS4XP4	ribosomal protein S4X pseudogene 4	RPS4P4				ENSG00000215520
RPS4XP5	ribosomal protein S4X pseudogene 5	RPS4P5				ENSG00000229920
RPS4XP6	ribosomal protein S4X pseudogene 6	RPS4P6				ENSG00000244073
RPS4XP7	ribosomal protein S4X pseudogene 7	RPS4P7				ENSG00000218265
RPS4XP8	ribosomal protein S4X pseudogene 8	RPS4P8				ENSG00000219146
RPS4XP9	ribosomal protein S4X pseudogene 9	RPS4P9				ENSG00000217404
RPS4XP10	ribosomal protein S4X pseudogene 10	RPS4P10				ENSG00000244217
RPS4XP11	ribosomal protein S4X pseudogene 11	RPS4P11				ENSG00000234335
RPS4XP12	ribosomal protein S4X pseudogene 12	RPS4P12				ENSG00000244400
RPS4XP13	ribosomal protein S4X pseudogene 13	RPS4P13				ENSG00000240371
RPS4XP14	ribosomal protein S4X pseudogene 14	RPS4P14				ENSG00000243663
RPS4XP15	ribosomal protein S4X pseudogene 15	RPS4P15				ENSG00000240721
RPS4XP16	ribosomal protein S4X pseudogene 16	RPS4P16				ENSG00000224892
RPS4XP17	ribosomal protein S4X pseudogene 17	RPS4P17				ENSG00000244097
RPS4XP18	ribosomal protein S4X pseudogene 18	RPS4P18				ENSG00000239490
RPS4XP19	ribosomal protein S4X pseudogene 19	RPS4P19				ENSG00000242058
RPS4XP20	ribosomal protein S4X pseudogene 20	RPS4P20				ENSG00000249987
RPS4XP21	ribosomal protein S4X pseudogene 21	RPS4P21				ENSG00000186008
RPS4XP22	ribosomal protein S4X pseudogene 22	RPS4P22				ENSG00000239830
RPS4XP23	ribosomal protein S4X pseudogene 23					ENSG00000239253
RPS4Y1	ribosomal protein S4, Y-linked 1	RPS4Y	"ribosomal protein S4, Y-linked"	MGC5070, MGC119100, S4	"ribosomal protein S4Y", "40S ribosomal protein S4, Y"	ENSG00000129824
RPS4Y1P1	ribosomal protein S4Y pseudogene 1					
RPS4Y2	ribosomal protein S4, Y-linked 2	RPS4Y2P	"ribosomal protein S4, Y-linked 2 pseudogene"			ENSG00000157828
RPS5	ribosomal protein S5			S5	"40S ribosomal protein S5"	ENSG00000083845
RPS5P1	ribosomal protein S5 pseudogene 1					
RPS5P2	ribosomal protein S5 pseudogene 2					ENSG00000224598
RPS5P3	ribosomal protein S5 pseudogene 3	RPS5L	"ribosomal protein S5-like"			
RPS5P4	ribosomal protein S5 pseudogene 4					
RPS5P5	ribosomal protein S5 pseudogene 5					
RPS5P6	ribosomal protein S5 pseudogene 6					
RPS5P7	ribosomal protein S5 pseudogene 7					ENSG00000225381
RPS5P8	ribosomal protein S5 pseudogene 8					
RPS6	ribosomal protein S6			S6	"40S ribosomal protein S6", "phosphoprotein NP33"	ENSG00000137154
RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1		"ribosomal protein S6 kinase, 90kD, polypeptide 1"	RSK, RSK1, HU-1		ENSG00000117676
RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2		"ribosomal protein S6 kinase, 90kD, polypeptide 2"	RSK, RSK3, HU-2		ENSG00000071242
RPS6KA2-AS1	RPS6KA2 antisense RNA 1		"RPS6KA2 antisense RNA 1 (non-protein coding)"			ENSG00000231654
RPS6KA2-IT1	RPS6KA2 intronic transcript 1 (non-protein coding)					ENSG00000232082
RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	MRX19, CLS	"ribosomal protein S6 kinase, 90kD, polypeptide 3", "mental retardation, X-linked 19", "Coffin-Lowry syndrome"	RSK, RSK2, HU-3		ENSG00000177189
RPS6KA4	ribosomal protein S6 kinase, 90kDa, polypeptide 4		"ribosomal protein S6 kinase, 90kD, polypeptide 4"	RSK-B, MSK2		ENSG00000162302
RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5		"ribosomal protein S6 kinase, 90kD, polypeptide 5"	MSK1, RLPK		ENSG00000100784
RPS6KA6	ribosomal protein S6 kinase, 90kDa, polypeptide 6		"ribosomal protein S6 kinase, 90kD, polypeptide 6"	RSK4		ENSG00000072133
RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	STK14A	"ribosomal protein S6 kinase, 70kD, polypeptide 1"	S6K1, p70(S6K)-alpha, PS6K		ENSG00000108443
RPS6KB2	ribosomal protein S6 kinase, 70kDa, polypeptide 2		"ribosomal protein S6 kinase, 70kD, polypeptide 2"	p70S6Kb, P70-BETA, STK14B, KLS		ENSG00000175634
RPS6KB3	ribosomal protein S6 kinase, 70kDa, polypeptide 3		"ribosomal protein S6 kinase, 70kD, polypeptide 3"			
RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1		"ribosomal protein S6 kinase, 52kD, polypeptide 1"	humS6PKh1		ENSG00000136643
RPS6KL1	ribosomal protein S6 kinase-like 1			MGC11287		ENSG00000198208
RPS6P1	ribosomal protein S6 pseudogene 1					
RPS6P2	ribosomal protein S6 pseudogene 2					ENSG00000231541
RPS6P3	ribosomal protein S6 pseudogene 3					
RPS6P4	ribosomal protein S6 pseudogene 4					
RPS6P5	ribosomal protein S6 pseudogene 5					
RPS6P7	ribosomal protein S6 pseudogene 7					ENSG00000219253
RPS6P8	ribosomal protein S6 pseudogene 8					ENSG00000224221
RPS6P9	ribosomal protein S6 pseudogene 9					
RPS6P10	ribosomal protein S6 pseudogene 10					
RPS6P11	ribosomal protein S6 pseudogene 11					
RPS6P12	ribosomal protein S6 pseudogene 12					ENSG00000233309
RPS6P13	ribosomal protein S6 pseudogene 13					
RPS6P14	ribosomal protein S6 pseudogene 14					
RPS6P15	ribosomal protein S6 pseudogene 15					
RPS6P16	ribosomal protein S6 pseudogene 16					ENSG00000243250
RPS6P17	ribosomal protein S6 pseudogene 17					
RPS6P18	ribosomal protein S6 pseudogene 18					
RPS6P19	ribosomal protein S6 pseudogene 19					
RPS6P20	ribosomal protein S6 pseudogene 20					ENSG00000226356
RPS6P21	ribosomal protein S6 pseudogene 21					ENSG00000243499
RPS6P22	ribosomal protein S6 pseudogene 22					
RPS6P23	ribosomal protein S6 pseudogene 23					ENSG00000230871
RPS6P24	ribosomal protein S6 pseudogene 24					
RPS6P25	ribosomal protein S6 pseudogene 25					
RPS6P26	ribosomal protein S6 pseudogene 26					
RPS7	ribosomal protein S7			S7		ENSG00000171863
RPS7P1	ribosomal protein S7 pseudogene 1					
RPS7P2	ribosomal protein S7 pseudogene 2					ENSG00000231837
RPS7P3	ribosomal protein S7 pseudogene 3					ENSG00000231940
RPS7P4	ribosomal protein S7 pseudogene 4					ENSG00000229133
RPS7P5	ribosomal protein S7 pseudogene 5					ENSG00000217327
RPS7P6	ribosomal protein S7 pseudogene 6					ENSG00000215278
RPS7P7	ribosomal protein S7 pseudogene 7					ENSG00000240167
RPS7P8	ribosomal protein S7 pseudogene 8					ENSG00000213183
RPS7P9	ribosomal protein S7 pseudogene 9					ENSG00000233353
RPS7P10	ribosomal protein S7 pseudogene 10					ENSG00000226525
RPS7P11	ribosomal protein S7 pseudogene 11					ENSG00000213326
RPS7P12	ribosomal protein S7 pseudogene 12					ENSG00000237432
RPS7P13	ribosomal protein S7 pseudogene 13					ENSG00000235425
RPS7P14	ribosomal protein S7 pseudogene 14					ENSG00000213695
RPS7P15	ribosomal protein S7 pseudogene 15					ENSG00000237170
RPS8	ribosomal protein S8			S8		ENSG00000142937
RPS8P1	ribosomal protein S8 pseudogene 1					
RPS8P3	ribosomal protein S8 pseudogene 3			HsT2707		ENSG00000215457
RPS8P4	ribosomal protein S8 pseudogene 4			Em:AC012468.5		
RPS8P5	ribosomal protein S8 pseudogene 5					
RPS8P6	ribosomal protein S8 pseudogene 6					ENSG00000231660
RPS8P7	ribosomal protein S8 pseudogene 7					
RPS8P8	ribosomal protein S8 pseudogene 8					
RPS8P9	ribosomal protein S8 pseudogene 9					
RPS8P10	ribosomal protein S8 pseudogene 10					
RPS9	ribosomal protein S9			S9	"40S ribosomal protein S9"	
RPS9P1	ribosomal protein S9 pseudogene 1	RPS9P	"ribosomal protein S9 pseudogene"			ENSG00000214889
RPS9P2	ribosomal protein S9 pseudogene 2			bA12M9.1		
RPS9P3	ribosomal protein S9 pseudogene 3					
RPS9P4	ribosomal protein S9 pseudogene 4					
RPS10	ribosomal protein S10			MGC88819, S10		ENSG00000124614
RPS10-NUDT3	RPS10-NUDT3 readthrough					ENSG00000270800
RPS10P1	ribosomal protein S10 pseudogene 1			RPS10p, dJ34B20.13		
RPS10P2	ribosomal protein S10 pseudogene 2			dJ858M22.1		ENSG00000213950
RPS10P3	ribosomal protein S10 pseudogene 3					ENSG00000217716
RPS10P4	ribosomal protein S10 pseudogene 4			bcm1851		
RPS10P5	ribosomal protein S10 pseudogene 5	RPS10L	"ribosomal protein S10-like"	bA371L19.2		
RPS10P6	ribosomal protein S10 pseudogene 6					
RPS10P7	ribosomal protein S10 pseudogene 7					ENSG00000223396
RPS10P8	ribosomal protein S10 pseudogene 8					
RPS10P9	ribosomal protein S10 pseudogene 9					
RPS10P10	ribosomal protein S10 pseudogene 10					
RPS10P11	ribosomal protein S10 pseudogene 11					
RPS10P12	ribosomal protein S10 pseudogene 12					
RPS10P13	ribosomal protein S10 pseudogene 13					
RPS10P14	ribosomal protein S10 pseudogene 14					ENSG00000213744
RPS10P15	ribosomal protein S10 pseudogene 15					
RPS10P16	ribosomal protein S10 pseudogene 16					ENSG00000239917
RPS10P17	ribosomal protein S10 pseudogene 17					
RPS10P18	ribosomal protein S10 pseudogene 18					ENSG00000229455
RPS10P19	ribosomal protein S10 pseudogene 19					
RPS10P20	ribosomal protein S10 pseudogene 20					ENSG00000240443
RPS10P21	ribosomal protein S10 pseudogene 21					ENSG00000232881
RPS10P22	ribosomal protein S10 pseudogene 22					
RPS10P23	ribosomal protein S10 pseudogene 23					
RPS10P24	ribosomal protein S10 pseudogene 24					
RPS10P25	ribosomal protein S10 pseudogene 25					
RPS10P26	ribosomal protein S10 pseudogene 26					
RPS10P27	ribosomal protein S10 pseudogene 27					ENSG00000267752
RPS10P28	ribosomal protein S10 pseudogene 28					ENSG00000243167
RPS10P29	ribosomal protein S10 pseudogene 29					
RPS10P30	ribosomal protein S10 pseudogene 30					
RPS10P31	ribosomal protein S10 pseudogene 31					
RPS11	ribosomal protein S11			S11	"40S ribosomal protein S11"	ENSG00000142534
RPS11P1	ribosomal protein S11 pseudogene 1			dJ1060K6.1		ENSG00000235544
RPS11P2	ribosomal protein S11 pseudogene 2					
RPS11P3	ribosomal protein S11 pseudogene 3					
RPS11P4	ribosomal protein S11 pseudogene 4					
RPS11P5	ribosomal protein S11 pseudogene 5					ENSG00000232888
RPS11P6	ribosomal protein S11 pseudogene 6					ENSG00000243024
RPS11P7	ribosomal protein S11 pseudogene 7					ENSG00000214047
RPS12	ribosomal protein S12			S12		ENSG00000112306
RPS12P1	ribosomal protein S12 pseudogene 1					
RPS12P2	ribosomal protein S12 pseudogene 2			bA40F6.3		ENSG00000234319
RPS12P3	ribosomal protein S12 pseudogene 3					
RPS12P4	ribosomal protein S12 pseudogene 4					
RPS12P5	ribosomal protein S12 pseudogene 5					ENSG00000226216
RPS12P6	ribosomal protein S12 pseudogene 6					
RPS12P7	ribosomal protein S12 pseudogene 7					
RPS12P8	ribosomal protein S12 pseudogene 8					
RPS12P9	ribosomal protein S12 pseudogene 9					
RPS12P10	ribosomal protein S12 pseudogene 10					ENSG00000225147
RPS12P11	ribosomal protein S12 pseudogene 11					
RPS12P12	ribosomal protein S12 pseudogene 12					
RPS12P13	ribosomal protein S12 pseudogene 13					
RPS12P14	ribosomal protein S12 pseudogene 14					
RPS12P15	ribosomal protein S12 pseudogene 15					ENSG00000240724
RPS12P16	ribosomal protein S12 pseudogene 16					
RPS12P17	ribosomal protein S12 pseudogene 17					
RPS12P18	ribosomal protein S12 pseudogene 18					ENSG00000232965
RPS12P20	ribosomal protein S12 pseudogene 20					ENSG00000244134
RPS12P21	ribosomal protein S12 pseudogene 21					ENSG00000243930
RPS12P22	ribosomal protein S12 pseudogene 22					
RPS12P23	ribosomal protein S12 pseudogene 23					ENSG00000180172
RPS12P24	ribosomal protein S12 pseudogene 24					ENSG00000230283
RPS12P25	ribosomal protein S12 pseudogene 25					
RPS12P26	ribosomal protein S12 pseudogene 26					ENSG00000225193
RPS12P27	ribosomal protein S12 pseudogene 27					ENSG00000240435
RPS12P28	ribosomal protein S12 pseudogene 28					ENSG00000240494
RPS12P29	ribosomal protein S12 pseudogene 29					
RPS12P30	ribosomal protein S12 pseudogene 30					
RPS12P31	ribosomal protein S12 pseudogene 31					ENSG00000242325
RPS12P32	ribosomal protein S12 pseudogene 32					
RPS13	ribosomal protein S13			S13	"40S ribosomal protein S13"	ENSG00000110700
RPS13P1	ribosomal protein S13 pseudogene 1					
RPS13P2	ribosomal protein S13 pseudogene 2					
RPS13P3	ribosomal protein S13 pseudogene 3					
RPS13P4	ribosomal protein S13 pseudogene 4					
RPS13P5	ribosomal protein S13 pseudogene 5					
RPS13P6	ribosomal protein S13 pseudogene 6					
RPS13P7	ribosomal protein S13 pseudogene 7					
RPS13P8	ribosomal protein S13 pseudogene 8					
RPS14	ribosomal protein S14			EMTB, S14	"emetine resistance", "40S ribosomal protein S14"	ENSG00000164587
RPS14P1	ribosomal protein S14 pseudogene 1					
RPS14P2	ribosomal protein S14 pseudogene 2					
RPS14P3	ribosomal protein S14 pseudogene 3					ENSG00000226396
RPS14P4	ribosomal protein S14 pseudogene 4					ENSG00000226928
RPS14P5	ribosomal protein S14 pseudogene 5					
RPS14P6	ribosomal protein S14 pseudogene 6					
RPS14P7	ribosomal protein S14 pseudogene 7					ENSG00000242635
RPS14P8	ribosomal protein S14 pseudogene 8					
RPS14P9	ribosomal protein S14 pseudogene 9					
RPS14P10	ribosomal protein S14 pseudogene 10					
RPS15	ribosomal protein S15			RIG, MGC111130, S15	"40S ribosomal protein S15", "homolog of rat insulinoma", "insulinoma protein"	ENSG00000115268
RPS15A	ribosomal protein S15a			S15A		ENSG00000134419
RPS15AP1	ribosomal protein S15a pseudogene 1			dJ872K7.6		ENSG00000214535
RPS15AP2	ribosomal protein S15a pseudogene 2					
RPS15AP3	ribosomal protein S15a pseudogene 3					ENSG00000214903
RPS15AP4	ribosomal protein S15a pseudogene 4					
RPS15AP5	ribosomal protein S15a pseudogene 5			Em:AC025947.3		ENSG00000223540
RPS15AP6	ribosomal protein S15a pseudogene 6					ENSG00000233072
RPS15AP7	ribosomal protein S15a pseudogene 7					ENSG00000234088
RPS15AP8	ribosomal protein S15a pseudogene 8					
RPS15AP9	ribosomal protein S15a pseudogene 9					ENSG00000228453
RPS15AP10	ribosomal protein S15a pseudogene 10					ENSG00000225447
RPS15AP11	ribosomal protein S15a pseudogene 11					ENSG00000234093
RPS15AP12	ribosomal protein S15a pseudogene 12					ENSG00000232134
RPS15AP13	ribosomal protein S15a pseudogene 13					
RPS15AP14	ribosomal protein S15a pseudogene 14					
RPS15AP15	ribosomal protein S15a pseudogene 15					
RPS15AP16	ribosomal protein S15a pseudogene 16					ENSG00000239483
RPS15AP17	ribosomal protein S15a pseudogene 17					
RPS15AP18	ribosomal protein S15a pseudogene 18					ENSG00000242979
RPS15AP19	ribosomal protein S15a pseudogene 19					
RPS15AP20	ribosomal protein S15a pseudogene 20					
RPS15AP21	ribosomal protein S15a pseudogene 21					
RPS15AP22	ribosomal protein S15a pseudogene 22					
RPS15AP23	ribosomal protein S15a pseudogene 23					
RPS15AP24	ribosomal protein S15a pseudogene 24					ENSG00000241511
RPS15AP25	ribosomal protein S15a pseudogene 25					ENSG00000236191
RPS15AP26	ribosomal protein S15a pseudogene 26					
RPS15AP27	ribosomal protein S15a pseudogene 27					ENSG00000236783
RPS15AP28	ribosomal protein S15a pseudogene 28					
RPS15AP29	ribosomal protein S15a pseudogene 29					
RPS15AP30	ribosomal protein S15a pseudogene 30					
RPS15AP31	ribosomal protein S15a pseudogene 31					
RPS15AP32	ribosomal protein S15a pseudogene 32					ENSG00000242461
RPS15AP33	ribosomal protein S15a pseudogene 33					
RPS15AP34	ribosomal protein S15a pseudogene 34					ENSG00000241808
RPS15AP35	ribosomal protein S15a pseudogene 35					
RPS15AP36	ribosomal protein S15a pseudogene 36					ENSG00000213013
RPS15AP37	ribosomal protein S15a pseudogene 37					
RPS15AP38	ribosomal protein S15a pseudogene 38					ENSG00000237668
RPS15AP39	ribosomal protein S15a pseudogene 39					
RPS15AP40	ribosomal protein S15a pseudogene 40					
RPS15P1	ribosomal protein S15 pseudogene 1					
RPS15P1~withdrawn	entry withdrawn					
RPS15P2	ribosomal protein S15 pseudogene 2					
RPS15P2~withdrawn	entry withdrawn					
RPS15P3	ribosomal protein S15 pseudogene 3					
RPS15P3~withdrawn	entry withdrawn					
RPS15P4	ribosomal protein S15 pseudogene 4					
RPS15P4~withdrawn	entry withdrawn					
RPS15P5	ribosomal protein S15 pseudogene 5					ENSG00000229806
RPS15P5~withdrawn	entry withdrawn					
RPS15P6	ribosomal protein S15 pseudogene 6					
RPS15P6~withdrawn	entry withdrawn					
RPS15P7	ribosomal protein S15 pseudogene 7					
RPS15P8	ribosomal protein S15 pseudogene 8					
RPS15P9	ribosomal protein S15 pseudogene 9					ENSG00000240846
RPS16	ribosomal protein S16			S16	"40S ribosomal protein S16"	ENSG00000105193
RPS16P1	ribosomal protein S16 pseudogene 1					
RPS16P2	ribosomal protein S16 pseudogene 2					
RPS16P3	ribosomal protein S16 pseudogene 3					
RPS16P4	ribosomal protein S16 pseudogene 4					
RPS16P5	ribosomal protein S16 pseudogene 5					ENSG00000217527
RPS16P6	ribosomal protein S16 pseudogene 6					
RPS16P7	ribosomal protein S16 pseudogene 7					
RPS16P8	ribosomal protein S16 pseudogene 8					ENSG00000213664
RPS16P9	ribosomal protein S16 pseudogene 9					ENSG00000242675
RPS16P10	ribosomal protein S16 pseudogene 10					
RPS17	ribosomal protein S17			RPS17L1, RPS17L2, MGC72007, S17		ENSG00000184779
RPS17L	ribosomal protein S17-like					ENSG00000182774
RPS17L3~withdrawn	entry withdrawn					
RPS17P1	ribosomal protein S17 pseudogene 1			RPS17p, dJ994E9.1		
RPS17P2	ribosomal protein S17 pseudogene 2	RPS17L1, RPS17A	"ribosomal protein S17a-like 1 (pseudogene)"			ENSG00000197575
RPS17P3	ribosomal protein S17 pseudogene 3	RPS17L2, RPS17B	"ribosomal protein S17b-like 2 (pseudogene)"			
RPS17P4~withdrawn	entry withdrawn					
RPS17P5	ribosomal protein S17 pseudogene 5	RPS17L4	"ribosomal protein S17-like 4"	dJ753D5.2		ENSG00000060303
RPS17P6	ribosomal protein S17 pseudogene 6					
RPS17P7	ribosomal protein S17 pseudogene 7					
RPS17P8	ribosomal protein S17 pseudogene 8					ENSG00000226242
RPS17P9	ribosomal protein S17 pseudogene 9					
